Al,Co,Fe,Ni,Si,Mn,Cr,Mo,Ti,Cu,Zr,V,Nb,Sn,Zn,Ta,Hf,W,B,C,FCC,BCC,IM
0.06,0.3,0.13,0.289,0,0,0.15,0,0.06,0,0,0,0,0,0,0,0,0,0.001,0,1,0,1
0.06,0.3,0.13,0.289,0,0,0.15,0,0.06,0,0,0,0,0,0,0,0,0,0.001,0,1,0,1
0.06,0.3,0.13,0.289,0,0,0.15,0,0.06,0,0,0,0,0,0,0,0,0,0.001,0,1,0,1
0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.2857,0,0.2857,0.2857,0.1429,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,1,0
0.098,0,0.1961,0.4902,0,0,0.1765,0,0,0,0,0.0392,0,0,0,0,0,0,0,0,1,1,1
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2273,0.2273,0.2273,0,0,0.2273,0,0,0,0,0,0,0,0,0,0.0909,0,0,0,1,0,1
0,0.2412,0.2136,0.2538,0,0,0.191,0,0,0,0,0,0,0,0,0,0.1005,0,0,0,1,0,1
0,0.2415,0.2293,0.261,0,0,0.1707,0,0,0,0,0,0,0,0,0,0.0976,0,0,0,1,0,1
0.0527,0.1882,0.1947,0.1837,0,0.2012,0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0527,0.1882,0.1947,0.1837,0,0.2012,0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0527,0.1882,0.1947,0.1837,0,0.2012,0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0527,0.1882,0.1947,0.1837,0,0.2012,0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0527,0.1882,0.1947,0.1837,0,0.2012,0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0527,0.1882,0.1947,0.1837,0,0.2012,0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0527,0.1882,0.1947,0.1837,0,0.2012,0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0527,0.1882,0.1947,0.1837,0,0.2012,0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0527,0.1882,0.1947,0.1837,0,0.2012,0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0.6667,0,0.0667,0.0667,0,0,0,0,0.0667,0,0,0.0667,0,0.0667,0,0,0,0,1
0.178,0,0.214,0.225,0,0.168,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.409,0.146,0.147,0.148,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.401,0.147,0.153,0.147,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.381,0.156,0.155,0.152,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.388,0.155,0.156,0.152,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.15,0,0,0,0,0,0.2833,0.2833,0.2833,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0,0,0,0,0,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.05,0,0,0,0,0,0.3166,0.3166,0.3166,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.03,0,0,0,0,0,0.3233,0.3233,0.3233,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,1,1,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,1,1,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,1,1,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,1,1,0
0.1304,0.1739,0.1739,0.1739,0,0.1739,0.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.2,0.2,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.18,0.2,0,0.42,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.16,0.2,0,0.44,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.14,0.2,0,0.46,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0.2353,0.2353,0,0,0.2353,0.2353,0,0,0.0588,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0.2222,0.2222,0,0,0.2222,0.2222,0,0,0.1111,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0.2105,0.2105,0,0,0.2105,0.2105,0,0,0.1579,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0,1,1
0,0.25,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2437,0.2437,0.2437,0,0,0.2437,0,0,0,0,0,0.0252,0,0,0,0,0,0,0,1,0,0
0,0.2407,0.2407,0.2407,0,0,0.2407,0,0,0,0,0,0.0372,0,0,0,0,0,0,0,1,0,0
0,0.2378,0.2378,0.2378,0,0,0.2378,0,0,0,0,0,0.0488,0,0,0,0,0,0,0,1,0,0
0,0.2321,0.2321,0.2321,0,0,0.2321,0,0,0,0,0,0.0716,0,0,0,0,0,0,0,1,0,0
0,0.2267,0.2267,0.2267,0,0,0.2267,0,0,0,0,0,0.0932,0,0,0,0,0,0,0,1,0,0
0,0.2447,0.2509,0.244,0,0,0.2605,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0588,0.2321,0.2382,0.2259,0,0,0.2449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0803,0.2263,0.2322,0.2269,0,0,0.2344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.121,0.2263,0.2166,0.2206,0,0,0.2155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.1566,0.2119,0.2092,0.2069,0,0,0.2154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.1733,0.2115,0.2018,0.2043,0,0,0.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.2012,0.1958,0.2033,0.1927,0,0,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.2553,0.1924,0.1911,0.1906,0,0,0.1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2744,0.1869,0.1795,0.1766,0,0,0.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3013,0.1765,0.1729,0.1697,0,0,0.1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.2,0.2,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0909,0.1818,0.1818,0.1818,0,0,0.1818,0,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1667,0.1667,0.1667,0.1667,0,0,0.1667,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.2308,0.1538,0.1538,0.1538,0,0,0.1538,0,0.1538,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2857,0.1429,0.1429,0.1429,0,0,0.1429,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2,0.1,0.2,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.2222,0.2222,0.2222,0,0,0,0.2222,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.2,0.3,0.2,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1818,0.3636,0.1818,0,0,0,0.1818,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.222,0.222,0.222,0,0,0,0.222,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.2,0.2,0.2,0.1,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.182,0.182,0.182,0.09,0,0,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.167,0.167,0.167,0.082,0,0,0.167,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.192,0.192,0.192,0.192,0.038,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.185,0.185,0.185,0.185,0.074,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.178,0.178,0.178,0.178,0.107,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.172,0.172,0.172,0.172,0.138,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.166,0.166,0.166,0.166,0.166,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.193,0.194,0.193,0,0.207,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.024,0.193,0.195,0.182,0,0.197,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.046,0.193,0.191,0.18,0,0.181,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.076,0.182,0.183,0.177,0,0.182,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.093,0.18,0.175,0.178,0,0.184,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.104,0.176,0.174,0.176,0,0.18,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.119,0.171,0.176,0.176,0,0.179,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.131,0.17,0.172,0.172,0,0.173,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.12,0.176,0.176,0.176,0,0.176,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.13,0.174,0.174,0.174,0,0.174,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.14,0.169,0.168,0.172,0,0.172,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.15,0.17,0.17,0.17,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.16,0.168,0.168,0.168,0,0.168,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.213,0.154,0.155,0.155,0,0.159,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.2,0.2,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1,0.18,0.18,0.18,0,0,0.18,0,0,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0
0.167,0.167,0.167,0.167,0,0,0.167,0,0,0.167,0,0,0,0,0,0,0,0,0,0,1,1,0
0.2308,0.15384,0.15384,0.15384,0,0,0.15384,0,0,0.15384,0,0,0,0,0,0,0,0,0,0,1,1,0
0.285,0.143,0.143,0.143,0,0,0.143,0,0,0.143,0,0,0,0,0,0,0,0,0,0,1,1,0
0.335,0.133,0.133,0.133,0,0,0.133,0,0,0.133,0,0,0,0,0,0,0,0,0,0,1,1,0
0.375,0.125,0.125,0.125,0,0,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,1,0
0.167,0.167,0,0.167,0,0,0.167,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.2,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.198808,0.198808,0.198808,0,0.198808,0,0,0,0.198808,0,0,0,0.00596,0,0,0,0,0,0,1,0,0
0,0.198,0.198,0.198,0,0.198,0,0,0,0.198,0,0,0,0.01,0,0,0,0,0,0,1,0,1
0,0.1969,0.1969,0.1969,0,0.1969,0,0,0,0.1969,0,0,0,0.0155,0,0,0,0,0,0,1,0,1
0,0.1961,0.1961,0.1961,0,0.1961,0,0,0,0.1961,0,0,0,0.0195,0,0,0,0,0,0,1,0,1
0,0.1923,0.1923,0.1923,0,0.1923,0,0,0,0.1923,0,0,0,0.0385,0,0,0,0,0,0,1,0,1
0.2174,0,0.2174,0.1304,0,0,0.2174,0,0,0.2174,0,0,0,0,0,0,0,0,0,0,1,1,1
0.2083,0,0.2083,0.1668,0,0,0.2083,0,0,0.2083,0,0,0,0,0,0,0,0,0,0,1,1,1
0.2,0,0.2,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,1,1
0.1923,0,0.1923,0.2308,0,0,0.1923,0,0,0.1923,0,0,0,0,0,0,0,0,0,0,1,1,0
0.1852,0,0.1852,0.2592,0,0,0.1852,0,0,0.1852,0,0,0,0,0,0,0,0,0,0,1,1,0
0.25,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0
0.225,0,0.15,0.2,0,0,0,0,0.225,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.2,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.25,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0
0.225,0,0.15,0.2,0,0,0,0,0.225,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.2,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.25,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0
0.225,0,0.15,0.2,0,0,0,0,0.225,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.2,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.25,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0
0.225,0,0.15,0.2,0,0,0,0,0.225,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.2,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0.1839,0.1004,0.194,0,0.1848,0,0.2184,0,0,0.1186,0,0,0,0,0,1,1
0,0,0,0,0,0,0.1839,0.1004,0.194,0,0.1848,0,0.2184,0,0,0.1186,0,0,0,0,0,1,1
0,0,0,0,0,0,0.1839,0.1004,0.194,0,0.1848,0,0.2184,0,0,0.1186,0,0,0,0,0,1,1
0,0,0,0,0,0,0.1839,0.1004,0.194,0,0.1848,0,0.2184,0,0,0.1186,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0.245,0,0.242,0.23,0.283,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.246,0,0.239,0,0.248,0,0.267,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.202,0,0.199,0,0.203,0.196,0.2,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0.245,0,0.242,0.23,0.283,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.246,0,0.239,0,0.248,0,0.267,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.202,0,0.199,0,0.203,0.196,0.2,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0.245,0,0.242,0.23,0.283,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.246,0,0.239,0,0.248,0,0.267,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.202,0,0.199,0,0.203,0.196,0.2,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0.245,0,0.242,0.23,0.283,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.246,0,0.239,0,0.248,0,0.267,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.202,0,0.199,0,0.203,0.196,0.2,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.375,0,0.25,0,0.125,0,0,0.125,0.125,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0,0.2,0.2,0,0,0,0,1,0
0.07,0,0.35,0.114,0,0.233,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.111,0,0.333,0.112,0,0.222,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.07,0,0.35,0.114,0,0.233,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.111,0,0.333,0.112,0,0.222,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1,0,1
0,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1,0,1
0,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1,0,1
0,0.2083,0.2083,0.2083,0,0,0.2083,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,1,0,1
0,0.222,0.222,0.222,0,0,0.222,0,0,0,0,0,0.111,0,0,0,0,0,0,0,1,0,1
0,0.2353,0.2353,0.2353,0,0,0.2353,0,0,0,0,0,0.0588,0,0,0,0,0,0,0,1,0,1
0,0.244,0.244,0.244,0,0,0.244,0,0,0,0,0,0.0244,0,0,0,0,0,0,0,1,0,1
0.2174,0.2174,0.2174,0,0,0.109,0.2174,0.02174,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,1,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,1,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,1,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,1,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,1,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,1,0
0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0.2,0,0.2,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0.2,0,0.2,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0.2,0,0.2,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0.2,0,0.2,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0.2,0,0.2,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0.2,0,0.2,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0.2,0,0.2,0,0,0,1,0
0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.15,0,0.4,0.1,0.1,0.14,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1,0,0
0.1,0,0.36,0.15,0,0.21,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0,0.36,0.15,0,0.21,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0,0.36,0.15,0,0.21,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0,0.36,0.15,0,0.21,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0,0.36,0.15,0,0.21,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0,0.36,0.15,0,0.21,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0,0.36,0.15,0,0.21,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0,0.36,0.15,0,0.21,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0,0.36,0.15,0,0.21,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0,0.36,0.15,0,0.21,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.123,0.175,0.352,0.175,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.123,0.175,0.352,0.175,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.123,0.175,0.352,0.175,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.123,0.175,0.352,0.175,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.0938,0.2266,0.2266,0.2266,0,0,0.2266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.125,0.2188,0.2188,0.2188,0,0,0.2188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.1563,0.2109,0.2109,0.2109,0,0,0.2109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.1875,0.2031,0.2031,0.2031,0,0,0.2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.2188,0.1953,0.1953,0.1953,0,0,0.1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.25,0.1875,0.1875,0.1875,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1639,0.1639,0.1639,34.43,0,0,0.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.2,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0,1,1,0
0.055,0,0.315,0,0,0.315,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.091,0.1818,0.1818,0.1818,0,0.1818,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.091,0.1818,0.1818,0.1818,0,0.1818,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.091,0.1818,0.1818,0.1818,0,0.1818,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.091,0.1818,0.1818,0.1818,0,0.1818,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.091,0.1818,0.1818,0.1818,0,0.1818,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0,1,0
0,0,0,0,0,0,0,0.1667,0.1667,0,0.1667,0,0.1667,0,0,0.1667,0.1667,0,0,0,0,1,0
0.2,0,0,0,0,0,0,0,0.3,0,0.1,0,0.3,0,0,0.1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2222,0.2222,0,0.2222,0,0.1111,0,0,0,0.2222,0,0,0,0,1,0
0,0,0,0,0,0,0,0.1818,0.1818,0,0.1818,0,0.2727,0,0,0,0.1818,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2222,0.1111,0,0.2222,0,0.2222,0,0,0,0.2222,0,0,0,0,1,0
0,0,0,0,0,0,0,0.1818,0.2727,0,0.1818,0,0.1818,0,0,0,0.1818,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2222,0.2222,0,0.1111,0,0.2222,0,0,0,0.2222,0,0,0,0,1,0
0,0,0,0,0,0,0,0.1818,0.1818,0,0.2727,0,0.1818,0,0,0,0.1818,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2222,0.2222,0,0.2222,0,0.2222,0,0,0,0.1111,0,0,0,0,1,0
0,0,0,0,0,0,0,0.1818,0.1818,0,0.1818,0,0.1818,0,0,0,0.2727,0,0,0,0,1,0
0,0,0,0,0,0,0,0.125,0.25,0,0.25,0,0.25,0,0,0,0.125,0,0,0,0,1,0
0,0,0,0,0,0,0,0.2727,0.1818,0,0.1818,0,0.1818,0,0,0,0.1818,0,0,0,0,1,0
0,0.2,0.2,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.1818,0.1818,0.1818,0,0,0.1818,0,0.0909,0.1818,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.1724,0.1724,0.1724,0,0,0.1724,0,0.1379,0.1724,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.1667,0.1667,0.1667,0,0,0.1667,0,0.1667,0.1667,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0909,0.1818,0.1818,0.1818,0,0,0.1818,0,0,0.1818,0,0,0,0,0,0,0,0,0,0,1,0,0
0.087,0.175,0.175,0.175,0,0,0.175,0,0.035,0.175,0,0,0,0,0,0,0,0,0,0,1,0,0
0.084,0.169,0.169,0.169,0,0,0.169,0,0.067,0.169,0,0,0,0,0,0,0,0,0,0,1,1,1
0.081,0.163,0.163,0.163,0,0,0.163,0,0.098,0.163,0,0,0,0,0,0,0,0,0,0,1,1,1
0.079,0.158,0.158,0.158,0,0,0.158,0,0.126,0.158,0,0,0,0,0,0,0,0,0,0,1,1,1
0.076,0.153,0.153,0.153,0,0,0.153,0,0.153,0.153,0,0,0,0,0,0,0,0,0,0,1,1,1
0.074,0.149,0.149,0.149,0,0,0.149,0,0.179,0.149,0,0,0,0,0,0,0,0,0,0,1,1,1
0.072,0.144,0.144,0.144,0,0,0.144,0,0.202,0.144,0,0,0,0,0,0,0,0,0,0,1,1,1
0.07,0.141,0.141,0.141,0,0,0.141,0,0.225,0.141,0,0,0,0,0,0,0,0,0,0,1,1,1
